index,open,high,close,min
745200,1.20037,1.201,1.20037,1.201
745259,1.20139,1.20139,1.20114,1.20117
745319,1.20106,1.20108,1.20093,1.20096
745379,1.2016,1.20171,1.20156,1.20171
745439,1.20154,1.2016,1.20154,1.20159
745499,1.20092,1.20094,1.20092,1.20094
745559,1.20122,1.20129,1.20122,1.20127
745619,1.20171,1.20172,1.20171,1.20171
745677,1.20245,1.20254,1.20243,1.2025
745737,1.20282,1.20294,1.20265,1.20272
745797,1.20363,1.20387,1.20348,1.20375
745857,1.20449,1.20452,1.2042,1.2045
745917,1.20704,1.20754,1.20701,1.2075
745977,1.20685,1.20706,1.20684,1.20701
746037,1.20591,1.20605,1.2058,1.20581
746097,1.20628,1.20632,1.20615,1.20618
746157,1.20573,1.20586,1.20563,1.20563
746217,1.20389,1.20397,1.20356,1.2038
746277,1.20443,1.2046,1.20436,1.20455
746337,1.2049,1.205,1.20479,1.2049
746397,1.20445,1.20452,1.20435,1.20448
746457,1.20445,1.20445,1.20434,1.2044
746517,1.20534,1.20543,1.20522,1.20522
746577,1.20594,1.20603,1.20594,1.20598
746637,1.20571,1.20576,1.20571,1.20571
746696,1.20571,1.20577,1.20569,1.20573
746756,1.20615,1.20618,1.20613,1.20616
746816,1.20591,1.20594,1.2058,1.2058
746876,1.20527,1.20528,1.20521,1.20526
746936,1.20423,1.20432,1.20417,1.20419
746996,1.20468,1.2047,1.20467,1.20469
747056,1.20511,1.20511,1.20503,1.20509
747116,1.20579,1.20588,1.20575,1.2058
747176,1.20449,1.20468,1.20449,1.20462
747236,1.20391,1.20396,1.2038,1.20395
747296,1.20426,1.20427,1.20425,1.20426
747356,1.2038,1.20381,1.20371,1.20371
747416,1.20177,1.20188,1.20176,1.20181
747476,1.2015,1.20152,1.2014,1.2014
747536,1.20232,1.20234,1.20217,1.20219
747596,1.20328,1.20328,1.203,1.20308
747656,1.20155,1.20155,1.20096,1.20116
747716,1.20232,1.20242,1.20221,1.20227
747776,1.20299,1.20308,1.20298,1.20302
747836,1.2027,1.20276,1.20266,1.20269
747896,1.20273,1.20296,1.20249,1.20282
747956,1.20163,1.20183,1.20158,1.20165
748016,1.20123,1.20123,1.20101,1.20102
748076,1.20135,1.20138,1.20129,1.20133
748136,1.20103,1.20114,1.20103,1.20107
748196,1.20106,1.20108,1.20098,1.20102
748256,1.20097,1.20098,1.20092,1.20092
748316,1.20077,1.20081,1.20074,1.20075
748376,1.20176,1.20177,1.20168,1.20172
748436,1.20145,1.20149,1.20144,1.20149
748496,1.20177,1.20177,1.20154,1.20154
748556,1.20189,1.20192,1.2018,1.20181
748616,1.20277,1.20278,1.2027,1.20278
748676,1.20281,1.20296,1.20264,1.20269
748736,1.20256,1.20268,1.20249,1.20268
748796,1.20431,1.20434,1.20422,1.20423
748856,1.20512,1.20512,1.20505,1.20509
748916,1.2062,1.20624,1.20608,1.2061
748976,1.20707,1.20707,1.20671,1.20676
749036,1.20627,1.20643,1.20621,1.20635
749096,1.20822,1.20834,1.20811,1.20813
749156,1.20743,1.20766,1.20738,1.20757
749216,1.20632,1.20642,1.20629,1.20634
749276,1.20743,1.20756,1.20734,1.20751
749336,1.20648,1.20653,1.20646,1.2065
749396,1.20715,1.20725,1.20715,1.20719
749456,1.20685,1.20689,1.20669,1.2068
749516,1.20666,1.20666,1.2066,1.2066
749576,1.2071,1.20722,1.20709,1.20716
749636,1.20664,1.20666,1.2065,1.20666
749696,1.20772,1.2079,1.20765,1.20765
749756,1.20721,1.20721,1.20705,1.20705
749816,1.2071,1.20714,1.20708,1.20714
749876,1.20743,1.20744,1.2074,1.20741
749934,1.20738,1.20745,1.20734,1.20743
749994,1.20714,1.20714,1.20697,1.20698
750054,1.20566,1.2059,1.20554,1.2059
750114,1.20573,1.20602,1.2056,1.206
750174,1.20526,1.20527,1.20511,1.20512
750234,1.20453,1.20475,1.20419,1.20475
750294,1.20498,1.205,1.20482,1.20498
750354,1.20528,1.20528,1.20494,1.20496
750414,1.20475,1.20488,1.20472,1.20487
750474,1.20518,1.20522,1.20484,1.20496
750534,1.20304,1.20345,1.20256,1.20287
750594,1.2036,1.20387,1.20346,1.20381
750654,1.20381,1.20391,1.20377,1.20382
750714,1.20471,1.20472,1.20467,1.2047
750774,1.20453,1.20465,1.20453,1.20464
750834,1.20473,1.2048,1.2047,1.20474
750892,1.20416,1.20419,1.20415,1.20418
750952,1.2026,1.20264,1.20259,1.20262
751011,1.20313,1.20368,1.20313,1.20362
751070,1.20369,1.20371,1.20368,1.2037
751128,1.20426,1.20443,1.20426,1.20441
751188,1.20443,1.20447,1.20442,1.20443
751248,1.20356,1.20356,1.20339,1.20343
751308,1.20324,1.20329,1.20324,1.20328
751368,1.20253,1.20253,1.20249,1.20249
751428,1.20199,1.202,1.20193,1.20195
751488,1.20139,1.20143,1.20121,1.20121
751548,1.19928,1.19952,1.19926,1.1995
751608,1.19906,1.19906,1.19885,1.19899
751668,1.19896,1.19933,1.19895,1.19928
751728,1.20037,1.20042,1.2003,1.20042
751788,1.19861,1.19865,1.1983,1.1983
751848,1.19714,1.19731,1.197,1.19705
751908,1.19701,1.19723,1.19701,1.19717
751968,1.1967,1.19671,1.19657,1.19657
752028,1.19753,1.19775,1.19751,1.19775
752088,1.19723,1.19734,1.19717,1.19729
752148,1.1977,1.19773,1.19739,1.19739
752208,1.19621,1.19627,1.19616,1.19617
752267,1.19626,1.1963,1.19619,1.19627
752327,1.19668,1.19669,1.19658,1.19666
752386,1.19667,1.19667,1.1966,1.19667
752446,1.1968,1.1968,1.19661,1.19671
752506,1.19693,1.19693,1.19681,1.19691
752566,1.19712,1.19714,1.19705,1.19709
752626,1.19669,1.19686,1.19668,1.19684
752686,1.19727,1.19728,1.19724,1.19726
752745,1.19716,1.19716,1.19711,1.19712
752804,1.1968,1.1968,1.1967,1.1967
752864,1.19648,1.19649,1.19633,1.19644
752924,1.1956,1.19596,1.19556,1.19596
752984,1.19512,1.19526,1.19496,1.19504
753044,1.19393,1.19393,1.19361,1.19362
753104,1.19386,1.19392,1.19382,1.19384
753164,1.19278,1.19284,1.19274,1.19282
753224,1.1928,1.19286,1.19272,1.19285
753284,1.19332,1.19337,1.19322,1.19323
753344,1.19208,1.19225,1.19194,1.19225
753404,1.19178,1.19205,1.19176,1.19196
753464,1.19297,1.19311,1.19294,1.19301
753524,1.19211,1.1922,1.1921,1.19217
753584,1.19208,1.1922,1.19201,1.19206
753644,1.19304,1.19308,1.19294,1.19303
753704,1.1932,1.19327,1.19317,1.19327
753764,1.1937,1.19385,1.19363,1.19383
753824,1.19353,1.19353,1.1935,1.1935
753883,1.19353,1.19355,1.19339,1.19344
753942,1.19282,1.19302,1.19282,1.19301
754002,1.19373,1.19376,1.19363,1.19364
754062,1.19449,1.19451,1.19439,1.19447
754122,1.19479,1.19486,1.19472,1.19486
754182,1.19418,1.19419,1.19412,1.19418
754242,1.1936,1.19373,1.1936,1.19373
754302,1.19278,1.19295,1.19276,1.19293
754362,1.19288,1.19289,1.19275,1.19287
754422,1.1935,1.19367,1.19343,1.1935
754482,1.19462,1.19481,1.19461,1.19476
754542,1.19386,1.19393,1.19375,1.19375
754602,1.19946,1.20009,1.19942,1.20008
754662,1.20055,1.20086,1.20055,1.20086
754722,1.19979,1.1998,1.19936,1.19949
754782,1.19947,1.19957,1.19936,1.19937
754842,1.19857,1.19857,1.19842,1.19849
754902,1.19826,1.19837,1.19805,1.19806
754962,1.19579,1.19587,1.19574,1.19581
755022,1.19601,1.1961,1.19591,1.1961
755082,1.19585,1.19589,1.19582,1.19584
755142,1.19577,1.19589,1.19573,1.19586
755202,1.19567,1.19569,1.19556,1.19562
755261,1.19456,1.19463,1.19456,1.1946
755321,1.19495,1.19497,1.19489,1.19491
755381,1.19558,1.19559,1.19539,1.19559
755441,1.19599,1.19606,1.19594,1.19604
755501,1.19592,1.19592,1.19583,1.19585
755561,1.19665,1.19699,1.19665,1.19696
755621,1.19533,1.19538,1.19527,1.19538
755681,1.19468,1.19476,1.19468,1.19476
755741,1.1952,1.1952,1.19498,1.19498
755801,1.19418,1.19438,1.19417,1.19433
755861,1.19398,1.19399,1.19362,1.19387
755921,1.19379,1.19397,1.19379,1.19389
755981,1.19477,1.19497,1.19475,1.19484
756041,1.19467,1.19482,1.19461,1.19469
756101,1.19435,1.19442,1.1943,1.1944
756161,1.20041,1.20065,1.20023,1.20032
756221,1.20313,1.20405,1.20309,1.2038
756281,1.20476,1.20479,1.20446,1.20456
756341,1.2049,1.20497,1.2044,1.2044
756401,1.20343,1.20368,1.20343,1.20362
756461,1.20377,1.20387,1.20376,1.20386
756521,1.20368,1.20368,1.20338,1.20347
756581,1.20389,1.20389,1.20358,1.20358
756641,1.20306,1.20337,1.20306,1.20337
756701,1.20306,1.20318,1.203,1.20318
756760,1.20383,1.20383,1.20337,1.20344
756820,1.20429,1.20433,1.20415,1.20428
756880,1.20582,1.20584,1.20569,1.20569
756940,1.20449,1.20451,1.20442,1.20442
757000,1.20467,1.20483,1.20467,1.20483
757060,1.20514,1.20518,1.20508,1.20517
757120,1.20538,1.20545,1.20535,1.20545
757180,1.2044,1.2044,1.20429,1.20435
757240,1.20482,1.20482,1.20462,1.20471
757300,1.20626,1.20632,1.2058,1.20582
757360,1.21111,1.21153,1.21109,1.2115
757420,1.21253,1.21263,1.21231,1.21234
757480,1.21188,1.21212,1.21188,1.21203
757540,1.21244,1.21247,1.21225,1.21245
757600,1.21334,1.21353,1.21328,1.21332
757660,1.21198,1.21199,1.21132,1.21153
757720,1.21379,1.21413,1.21376,1.21407
757780,1.21479,1.21479,1.21431,1.21431
757840,1.21301,1.21328,1.21295,1.21307
757900,1.21346,1.21349,1.21333,1.21343
757960,1.21622,1.21646,1.2162,1.21644
758020,1.2181,1.21825,1.2181,1.21817
758080,1.21869,1.21898,1.21868,1.21897
758140,1.21923,1.21924,1.21923,1.21924
758200,1.22027,1.22116,1.22026,1.22109
758260,1.2192,1.21932,1.21901,1.21932
758320,1.21908,1.21918,1.21893,1.21918
758380,1.21983,1.22015,1.21976,1.22013
758440,1.21945,1.21952,1.21939,1.21951
758500,1.22,1.22005,1.21995,1.22002
758560,1.221,1.221,1.22078,1.22082
758620,1.22228,1.22237,1.22217,1.22227
758680,1.22087,1.22087,1.22054,1.22056
758740,1.22115,1.22118,1.22096,1.22117
758800,1.22314,1.22314,1.22286,1.22302
758860,1.22601,1.22612,1.22588,1.22589
758920,1.22744,1.22751,1.22733,1.22747
758980,1.22553,1.22574,1.22545,1.22555
759040,1.22698,1.22698,1.22652,1.2266
759100,1.2283,1.2283,1.22773,1.22783
759160,1.22617,1.22624,1.22599,1.22599
759220,1.22597,1.22932,1.22591,1.22825
759280,1.22658,1.22667,1.22657,1.22667
759340,1.22714,1.22741,1.22714,1.2274
759400,1.22727,1.22727,1.22695,1.22696
759460,1.22684,1.22687,1.22683,1.22684
759520,1.22693,1.22694,1.22675,1.22675
759579,1.22621,1.22637,1.22619,1.22636
759636,1.22644,1.22653,1.22644,1.22647
759696,1.22668,1.22671,1.2265,1.22666
759756,1.2262,1.22625,1.22602,1.22607
759816,1.22655,1.22655,1.22629,1.22633
759876,1.22678,1.22678,1.22664,1.22664
759936,1.22574,1.22599,1.22574,1.22599
759996,1.2267,1.22696,1.22667,1.2269
760056,1.22629,1.2263,1.22615,1.22615
760116,1.22671,1.22677,1.22656,1.22664
760176,1.22465,1.22493,1.22451,1.22485
760236,1.22361,1.22367,1.2235,1.22366
760296,1.22329,1.22346,1.22317,1.22323
760356,1.2213,1.22142,1.2213,1.22138
760416,1.22151,1.22166,1.22144,1.22162
760476,1.22323,1.22324,1.22288,1.22295
760536,1.22183,1.22183,1.21996,1.22029
760596,1.22088,1.22101,1.22069,1.22091
760656,1.22292,1.22308,1.22281,1.22297
760716,1.2244,1.22445,1.22411,1.22425
760776,1.22435,1.2244,1.22431,1.22435
760836,1.2267,1.22672,1.22659,1.22672
760896,1.22716,1.22718,1.22701,1.22704
760956,1.22663,1.22663,1.22641,1.22643
761016,1.22585,1.22591,1.22585,1.22588
761076,1.22558,1.22573,1.22557,1.22568
761136,1.22707,1.22707,1.22681,1.22691
761196,1.23031,1.23049,1.23031,1.23039
761256,1.22904,1.22925,1.22904,1.22925
761316,1.22682,1.22691,1.22682,1.22686
761376,1.22675,1.22689,1.22675,1.22682
761436,1.22498,1.22522,1.22498,1.22509
761496,1.22439,1.22459,1.22438,1.22446
761556,1.22203,1.22222,1.22173,1.22183
761616,1.22176,1.22206,1.22159,1.22201
761676,1.22264,1.22265,1.22228,1.22248
761736,1.22364,1.22409,1.22358,1.22398
761796,1.22343,1.22351,1.22339,1.22349
761856,1.22069,1.22071,1.22065,1.2207
761916,1.22096,1.22109,1.22039,1.22039
761976,1.22192,1.22193,1.22171,1.22171
762036,1.22217,1.22241,1.22185,1.22192
762096,1.22423,1.22426,1.22388,1.22402
762156,1.22283,1.22303,1.22272,1.22303
762216,1.22517,1.22519,1.22498,1.22504
762276,1.22768,1.2277,1.22742,1.22742
762336,1.22374,1.22379,1.22303,1.22306
762396,1.22131,1.22174,1.22113,1.22169
762456,1.21833,1.21852,1.21826,1.21852
762516,1.21648,1.21704,1.21648,1.21704
762576,1.21803,1.21827,1.21792,1.21824
762636,1.219,1.21902,1.21888,1.21898
762696,1.21931,1.21939,1.21927,1.21939
762756,1.21936,1.21944,1.21931,1.21941
762816,1.21797,1.21798,1.2179,1.21796
762876,1.21951,1.21956,1.21947,1.21951
762936,1.22067,1.22067,1.22036,1.22057
762996,1.22074,1.2211,1.22071,1.22109
763056,1.22066,1.22086,1.22058,1.22083
763116,1.22038,1.22042,1.22025,1.22031
763176,1.22147,1.22153,1.22133,1.22137
763236,1.22277,1.22297,1.22272,1.22296
763296,1.22397,1.22404,1.2237,1.22394
763356,1.22396,1.22396,1.22364,1.22365
763416,1.22491,1.22491,1.22469,1.22471
763476,1.22605,1.22605,1.22551,1.22551
763536,1.2239,1.2239,1.22366,1.2237
763596,1.2238,1.22395,1.2238,1.22393
763656,1.22284,1.22304,1.22284,1.22302
763716,1.22262,1.22262,1.22248,1.22248
763776,1.22432,1.22463,1.22432,1.22463
763836,1.22388,1.22394,1.22384,1.22394
763896,1.22366,1.22366,1.22364,1.22364
763956,1.224,1.22413,1.224,1.22409
764016,1.22341,1.22366,1.22341,1.22362
764076,1.22364,1.22382,1.22362,1.22378
764136,1.22434,1.22439,1.22423,1.22428
764196,1.22448,1.22452,1.2244,1.2244
764256,1.22666,1.22667,1.22622,1.22622
764316,1.22626,1.22636,1.22626,1.22627
764376,1.22605,1.22605,1.22574,1.22595
764436,1.22589,1.22589,1.22555,1.22577
764496,1.22718,1.22719,1.2268,1.2268
764556,1.22829,1.22835,1.22784,1.22784
764616,1.22816,1.22834,1.22811,1.22811
764676,1.22739,1.2277,1.22739,1.22754
764736,1.22732,1.22732,1.22688,1.22692
764796,1.22571,1.22599,1.22564,1.22598
764856,1.22431,1.2244,1.22404,1.22428
764916,1.22503,1.22546,1.22471,1.22476
764976,1.2221,1.22265,1.22207,1.2226
765036,1.22373,1.22391,1.22372,1.22372
765096,1.22324,1.22327,1.223,1.22313
765156,1.22326,1.22339,1.22324,1.2233
765216,1.22332,1.22334,1.22314,1.22328
765276,1.22208,1.22208,1.22192,1.22197
765336,1.22683,1.22703,1.2268,1.22684
765396,1.22586,1.22596,1.22578,1.22579
765456,1.22558,1.22567,1.22551,1.22566
765516,1.22441,1.22442,1.22413,1.22413
765576,1.22285,1.22299,1.2228,1.22299
765636,1.22362,1.2237,1.22354,1.22361
765696,1.22287,1.22292,1.22281,1.22282
765756,1.22238,1.22238,1.2222,1.2222
765816,1.22311,1.22333,1.22301,1.22323
765876,1.22168,1.22199,1.22158,1.22199
765936,1.22373,1.22417,1.22371,1.22414
765996,1.22416,1.22431,1.22416,1.22431
766056,1.22498,1.22499,1.22475,1.2249
766116,1.22619,1.22626,1.22612,1.2262
766176,1.22549,1.2255,1.22524,1.22524
766236,1.22414,1.22416,1.22396,1.224
766296,1.22494,1.22528,1.22494,1.22518
766356,1.22402,1.2241,1.22384,1.22385
766416,1.22535,1.22536,1.22506,1.22507
766476,1.22284,1.22314,1.22284,1.22285
766536,1.22434,1.22452,1.22431,1.22431
766596,1.22493,1.22499,1.22474,1.22483
766656,1.22585,1.22585,1.22564,1.22568
766716,1.22583,1.22591,1.22577,1.22589
766775,1.2258,1.22583,1.2258,1.22583
766835,1.22597,1.22597,1.22569,1.22573
766894,1.22567,1.22589,1.22561,1.22588
766954,1.22674,1.22674,1.22667,1.22667
767014,1.22662,1.22669,1.22657,1.22667
767074,1.2261,1.22611,1.226,1.22606
767134,1.22575,1.22584,1.22568,1.22579
767193,1.22596,1.22597,1.22573,1.22573
767253,1.22577,1.22586,1.22572,1.22583
767313,1.22479,1.2248,1.22463,1.22464
767373,1.22517,1.22526,1.22483,1.22492
767433,1.22385,1.22401,1.22382,1.22392
767493,1.22378,1.22469,1.22378,1.22455
767553,1.22467,1.22479,1.22467,1.22477
767613,1.22364,1.22394,1.22364,1.22383
767673,1.22495,1.22498,1.22466,1.22475
767733,1.22586,1.22592,1.22558,1.22562
767793,1.22784,1.22833,1.22769,1.22769
767853,1.2293,1.22943,1.22918,1.22918
767913,1.22761,1.22781,1.22757,1.22775
767973,1.22793,1.22794,1.2277,1.2277
768033,1.22804,1.22816,1.228,1.22813
768093,1.22954,1.22957,1.22944,1.22952
768153,1.22939,1.22944,1.2293,1.22943
768213,1.2297,1.2297,1.22961,1.22961
768273,1.22969,1.22973,1.22966,1.22971
768333,1.23087,1.23112,1.23079,1.23106
768393,1.22995,1.22995,1.22977,1.22989
768453,1.23069,1.23071,1.23038,1.2305
768513,1.23098,1.23106,1.23092,1.23097
768573,1.23146,1.23159,1.23146,1.23157
768633,1.23215,1.23234,1.23206,1.23206
768693,1.23246,1.23271,1.23245,1.23253
768753,1.23093,1.23102,1.23072,1.2308
768813,1.23119,1.23151,1.23113,1.23151
768873,1.234,1.2342,1.23388,1.23413
768933,1.23371,1.23396,1.23369,1.2339
768993,1.23371,1.23376,1.23359,1.23364
769053,1.23401,1.23401,1.2338,1.23383
769113,1.23383,1.234,1.23382,1.234
769173,1.23657,1.23676,1.23633,1.23633
769233,1.23919,1.2397,1.239,1.239
769293,1.23805,1.23826,1.23804,1.23804
769353,1.23896,1.23927,1.23889,1.23924
769413,1.23913,1.23937,1.23908,1.23933
769473,1.24122,1.24122,1.24105,1.24107
769533,1.24044,1.24051,1.2404,1.24048
769593,1.23988,1.23988,1.23979,1.2398
769653,1.24069,1.24076,1.24062,1.24074
769713,1.24035,1.24043,1.24019,1.2404
769773,1.23924,1.23965,1.2392,1.23957
769833,1.23984,1.23984,1.23949,1.23963
769893,1.24101,1.24103,1.24056,1.24069
769953,1.24226,1.24245,1.2422,1.24245
770013,1.24311,1.24311,1.24297,1.24299
770073,1.24359,1.24361,1.24354,1.24359
770133,1.24479,1.24479,1.2446,1.24468
770193,1.24356,1.24356,1.24292,1.24301
770253,1.2419,1.24195,1.24118,1.2413
770313,1.23964,1.24029,1.23964,1.23994
770373,1.24317,1.24317,1.2428,1.24281
770433,1.24133,1.24136,1.2411,1.2411
770493,1.24031,1.24035,1.24017,1.24031
770553,1.24048,1.24082,1.2403,1.24081
770613,1.24966,1.25137,1.24962,1.25083
770673,1.24904,1.24912,1.24865,1.24886
770733,1.25042,1.25051,1.25017,1.25039
770793,1.24871,1.24899,1.24868,1.24897
770853,1.2492,1.24934,1.24897,1.24931
770913,1.24843,1.24872,1.24839,1.24865
770973,1.23904,1.23928,1.23888,1.2389
771033,1.24061,1.24145,1.24061,1.24145
771093,1.2393,1.23985,1.23913,1.23927
771152,1.23725,1.23817,1.23724,1.2377
771212,1.23914,1.23942,1.23899,1.23941
771272,1.24056,1.24074,1.24032,1.24042
771332,1.24298,1.24298,1.24254,1.2427
771392,1.24267,1.24267,1.24233,1.24251
771452,1.24293,1.24305,1.24288,1.24303
771512,1.24212,1.24216,1.24207,1.24208
771572,1.24306,1.24306,1.24279,1.24298
771632,1.24504,1.24504,1.24478,1.24483
771692,1.24748,1.24784,1.24729,1.24756
771752,1.2467,1.24674,1.24638,1.24639
771812,1.24555,1.24557,1.24518,1.24518
771872,1.24587,1.24591,1.24563,1.24566
771932,1.24384,1.24416,1.2436,1.24397
771992,1.24403,1.24422,1.24386,1.24391
772052,1.24288,1.24311,1.24258,1.24258
772112,1.24412,1.24452,1.24393,1.24393
772172,1.24327,1.24347,1.24299,1.24334
772232,1.24214,1.24254,1.24207,1.24248
772292,1.24389,1.24391,1.24351,1.24351
772352,1.24442,1.24447,1.24415,1.24417
772412,1.24207,1.2423,1.24197,1.24213
772472,1.24197,1.24197,1.24175,1.24184
772532,1.24256,1.24256,1.24229,1.24229
772591,1.2415,1.24234,1.2415,1.24218
772651,1.2431,1.2431,1.24272,1.24282
772711,1.24215,1.2422,1.24182,1.24183
772771,1.2397,1.23986,1.2396,1.23984
772831,1.23998,1.24002,1.2399,1.23992
772891,1.2415,1.24166,1.2415,1.24162
772951,1.2413,1.24137,1.2413,1.24136
773011,1.24137,1.24159,1.24121,1.24158
773071,1.24155,1.24156,1.24142,1.24142
773131,1.24021,1.2407,1.24021,1.24068
773191,1.24074,1.24097,1.24043,1.24051
773251,1.2412,1.24122,1.24104,1.24122
773311,1.24036,1.24044,1.2403,1.24036
773371,1.23926,1.23946,1.2392,1.23945
773431,1.23846,1.23861,1.23839,1.23841
773491,1.23643,1.23648,1.23623,1.23623
773551,1.23523,1.23556,1.23497,1.2355
773611,1.23566,1.23582,1.23546,1.2358
773671,1.23523,1.23524,1.23505,1.23519
773731,1.23716,1.23727,1.23705,1.23717
773791,1.23775,1.23796,1.23773,1.23795
773851,1.23884,1.23887,1.23859,1.23859
773911,1.23823,1.23823,1.23809,1.2381
773971,1.23808,1.23811,1.23806,1.23806
774031,1.23818,1.23834,1.23818,1.2383
774091,1.23809,1.2384,1.23805,1.2384
774151,1.23762,1.23774,1.2376,1.23764
774211,1.2385,1.2385,1.2383,1.2383
774271,1.23692,1.23696,1.23679,1.23679
774331,1.23787,1.23795,1.2378,1.23786
774391,1.23711,1.23711,1.23675,1.23683
774451,1.23637,1.23654,1.23632,1.23645
774511,1.23481,1.2352,1.23479,1.23485
774571,1.23554,1.23554,1.23452,1.23481
774631,1.23823,1.23854,1.23778,1.23844
774691,1.23979,1.24033,1.23979,1.24023
774751,1.24126,1.24137,1.2412,1.24132
774811,1.24397,1.24397,1.24345,1.24348
774871,1.24263,1.24268,1.24178,1.24181
774931,1.2445,1.2449,1.24438,1.24484
774991,1.24412,1.24423,1.24385,1.24387
775051,1.24103,1.24142,1.24087,1.24136
775111,1.23905,1.23905,1.23883,1.23901
775171,1.24054,1.24065,1.24038,1.24038
775231,1.23955,1.23962,1.2394,1.23958
775291,1.24054,1.24057,1.2404,1.24055
775351,1.23941,1.2396,1.23938,1.23957
775408,1.24008,1.24008,1.23997,1.24
775468,1.24047,1.24047,1.24011,1.24029
775528,1.24083,1.24086,1.24064,1.24067
775587,1.24177,1.24177,1.24155,1.24156
775647,1.24145,1.24148,1.24118,1.24144
775707,1.24142,1.24162,1.24137,1.24162
775767,1.2424,1.24254,1.2422,1.24239
775827,1.24195,1.24204,1.24186,1.24187
775887,1.24368,1.24387,1.24359,1.2436
775947,1.24491,1.24491,1.24422,1.24422
776007,1.24441,1.24442,1.24385,1.24394
776067,1.24372,1.24391,1.24367,1.24386
776127,1.24509,1.24575,1.24508,1.24575
776187,1.2444,1.24453,1.24427,1.24438
776247,1.24543,1.24556,1.24528,1.24549
776307,1.24599,1.24606,1.24579,1.24581
776367,1.24647,1.24658,1.24628,1.2465
776427,1.2459,1.24615,1.24579,1.24615
776487,1.24563,1.24597,1.2455,1.24565
776547,1.24272,1.24288,1.24263,1.24288
776607,1.24148,1.24156,1.24147,1.24151
776667,1.24189,1.24329,1.24016,1.243
776727,1.24115,1.24148,1.24087,1.24145
776787,1.24152,1.24174,1.24141,1.24173
776847,1.24126,1.24131,1.24096,1.24108
776907,1.2412,1.24127,1.2412,1.24125
776967,1.24169,1.2418,1.24166,1.24172
777027,1.24205,1.24205,1.24185,1.24186
777087,1.2419,1.24198,1.24178,1.24195
777147,1.24175,1.24186,1.24171,1.24186
777207,1.2425,1.2425,1.24242,1.24242
777267,1.24215,1.24223,1.24209,1.24222
777327,1.24206,1.2422,1.242,1.24211
777387,1.23939,1.23944,1.23891,1.23898
777447,1.24026,1.24066,1.24021,1.2405
777507,1.24286,1.24326,1.24281,1.24281
777567,1.2446,1.24468,1.24449,1.2446
777627,1.24298,1.24305,1.24286,1.24287
777687,1.24375,1.24381,1.24324,1.24336
777747,1.24541,1.24565,1.24537,1.24555
777807,1.24491,1.2451,1.24477,1.24487
777867,1.24419,1.24426,1.24373,1.24392
777927,1.2469,1.24716,1.24688,1.24701
777987,1.24809,1.24856,1.24807,1.2483
778047,1.24783,1.24801,1.24776,1.24792
778107,1.24934,1.24941,1.24915,1.24919
778167,1.25025,1.25054,1.25014,1.25053
778227,1.25144,1.25181,1.25135,1.2515
778287,1.25074,1.25131,1.25074,1.25122
778347,1.25046,1.25072,1.25046,1.25069
778407,1.25104,1.25123,1.25101,1.25106
778467,1.2507,1.25072,1.25055,1.25058
778527,1.24991,1.24995,1.24983,1.24995
778587,1.24942,1.2495,1.24926,1.24936
778647,1.25,1.25005,1.24998,1.25004
778707,1.2493,1.2493,1.24909,1.24917
778767,1.24955,1.24955,1.24908,1.2491
778827,1.24949,1.24965,1.2494,1.24965
778887,1.25095,1.2512,1.25079,1.25117
778947,1.24935,1.24941,1.24915,1.24922
779007,1.24865,1.24865,1.24846,1.24849
779067,1.24896,1.24898,1.24884,1.24887
779127,1.24902,1.24913,1.24885,1.24912
779187,1.24906,1.24916,1.24882,1.2489
779247,1.2445,1.24451,1.24392,1.2442
779307,1.24281,1.24295,1.24248,1.24256
779367,1.24357,1.24389,1.24357,1.24388
779427,1.2445,1.24478,1.2445,1.2447
779487,1.24694,1.24694,1.24678,1.24689
779547,1.24693,1.24706,1.24684,1.24686
779607,1.2451,1.24525,1.245,1.24523
779667,1.24614,1.24626,1.24607,1.24619
779727,1.24349,1.24375,1.24341,1.24369
779787,1.24305,1.2433,1.24304,1.24329
779847,1.24463,1.24474,1.24455,1.24456
779907,1.24577,1.24578,1.24561,1.24573
779967,1.2454,1.24546,1.24527,1.24533
780027,1.24609,1.24609,1.24592,1.24596
780087,1.24549,1.24555,1.24534,1.2454
780147,1.24592,1.24598,1.24587,1.24598
780207,1.24602,1.24623,1.24587,1.24592
780267,1.24527,1.24527,1.24481,1.24487
780327,1.24397,1.24465,1.24392,1.24433
780387,1.24621,1.24648,1.24616,1.24617
780447,1.24607,1.24607,1.24591,1.24593
780507,1.2462,1.2462,1.24595,1.24597
780567,1.24475,1.24478,1.24446,1.24474
780627,1.24409,1.24428,1.24361,1.24379
780687,1.24376,1.24377,1.24315,1.24315
780747,1.24071,1.24071,1.23994,1.24048
780807,1.24197,1.24275,1.24169,1.2423
780867,1.24165,1.24182,1.24165,1.24182
780927,1.24285,1.24286,1.24262,1.24281
780987,1.2421,1.24215,1.2419,1.24191
781047,1.23988,1.23993,1.2393,1.23946
781107,1.23878,1.23892,1.23867,1.23873
781226,1.23752,1.23753,1.23738,1.23746
781286,1.23669,1.23675,1.2365,1.23656
781346,1.23831,1.23851,1.23831,1.23846
781406,1.23755,1.23781,1.23719,1.23733
781466,1.23708,1.23725,1.23701,1.2372
781526,1.23671,1.23696,1.23661,1.23694
781586,1.23564,1.23578,1.23559,1.23572
781646,1.23755,1.23767,1.23736,1.2376
781706,1.23815,1.23819,1.23755,1.23761
